sentence,language
گەنجان و ژنانی کوردستان وەک هەمیشە پاڵپشتی لیستی هاوپەیمانی کوردستان و کاندیدەکانی ی.ن.ک - ن هەولێر ، کرێکار تەحسین 5 / 3 / 2010 بۆ پاڵپشتیکردن لەلیستی هاوپەیمانی کوردستان ژمارە 372 و کاندیدەکانی ی.ن.ک لەپارێزگای هەولێر ئاهەنگێکی خێزانی لەشاری هەولێر سازکرا . ڕۆژی 4 / 3 / 2010 بەمەبەستی,Kurdish
3 / 7 دوای 19,Kurdish
کوردستانیانی ئەڵمانیا بەپەرۆشەوە بەشداری هەڵبژاردنیان کرد ئەڵمانیا - شەهاب عوسمان 8 / 3 / 2010 سەرەڕای ئەوەی چەندین گرفت بۆ کوردستانیانی تاراوگە دروستکرا ، بەلام کوردستانیان بەپەرۆشەوە بەرەو بنکەکانی دەنگدان دەچون و بەشداری هەڵبژاردنیانکرد ، دوای هەوڵێکی زۆرو دوای ئەوەی کە ژمارەیەکی زۆر لە,Kurdish
کوردو عەرەب و تورکمان ، کێشەو گرفتەکانیان لەخوانێکدا چارەسەر دەکەن دیار جەمال 13 / 3 / 2010 نان خواردنی ( دلێمی ) جۆرە نانخوردنێکە کەهەر لەکۆنەوە تا ئێستا لەناو هاووڵاتییە عەرەبەکاندا باوە ، سەرەتای سەرهەڵدانیشی لە ناو عەشیرەتی ( دلێم ) سەریهەڵداوە کە زۆربەیان لە پارێزگای ڕومادین ،,Kurdish
هاتوون گۆڕان بکەن یان . ؟ ڕێباز تەلانی 13,Kurdish
بۆ وا زوو برا بچووکیتان قبووڵکرد ؟ لەتیف نێروەیی 13 / 3 / 2010 لەدوای هەڵبژاردنی ئەنجومەنی نوێنەرانی عێراق و بەر لەڕاگەیاندنی,Kurdish
ولاتی عینوانلییەکان د . شێرکۆ عەبدوللا 17 / 3 / 2010 گووم بوونی شەکری بایەعییەکە لەم هەشت نۆ مانگەی ڕابردوودا مەکەن بە موشکیلە,Kurdish
کوردانی ئەڵمانیا ، داوای لێپێچینەوە لەو کۆمپانیایانە دەکەن ، کە چەکی کیمیاییان بەعیراق فرۆشت ئەڵمانیا - شەهاب عوسمان 17 / 3 / 2010 ساڵەو لەوکاتەوەی کارەساتی هەڵەبجە ڕوویداوە تائێستا هەموو ساڵێک کوردستانیانی ئەڵمانیا بەشێوەی جۆراوجۆر بەڕاوەستان و خۆپیشاندان و سیمنیار و کۆنفرانس و دەرکردنی بەیاننامە و ناردنی,Kurdish
میکانیزمی کارای گوزەراندنی ستراتیژی کوردایەتی,Kurdish
لەتورکیا گرنگیی زیاتر بەنەورۆزی ئەمساڵ و یادی هەڵەبجە دەدرێت ئا : سەناریا کاوە,Kurdish
ڕاست و ڕەوان ستران عەبدوڵڵا 18 / 3 / 2010 جاران کە حوسێن میسری - م دەبینی بەقسەی خۆش چاک و چۆنی لەبیر دەبردمەوە ، ئینجا باسی دراماو کەرکوک و ڕۆژنامەنووسی دەستپێدەکرد ، هەموو دەمێک دەمگوت : میسری فەرزەن ، فەرزەن تۆ شانۆگەرییەک لەسەر شانۆ نمایشدەکەیت ، من لەناکاو,Kurdish
ئەگەرەکانی هاوپەیمانێتی بۆ پێکهێنانی حکومەتی نوێی عێراق ڤیان مەجید 18 / 3 / 2010 شەوی 14 - 15 / 3 / 2010 بەرنامەی پانۆرامای کەناڵی ( العربیە ) خەونێکی عەرەبی شۆڤێنیستەکانی وروژاند لەسەر دوورخستنەوەی کورد لەدەسەلاتی سیادی لەعیراقداو بەرپاکردنی هاوپەیمانێتییەکی عەرەبی - عەرەبی لەپێناو زادەکردنی حکومەتی عراقی,Kurdish
دەنگێک لەشاخ لەدایکبوو ، لەشاریشدا بەردەوامە سەفین ئەحمەد و عیسمەت نامیق 18 / 3,Kurdish
چۆن ئەڕوانینە ئێستا ؟ ئازاد جندیانی 18 / 3 / 2010 ( 5 ) لیستی هاوپەیمانیی کوردستان ، کە لەهەڵبژاردنەکانی عێراقدا زۆرینەی دەنگەکانی کوردستانی هێناوە ، بەو پێیە ئەبێتە بەهێزترین فراکسیۆنی کوردستانی لە پەرلەمانی بەغدا . جگە لەوە لە,Kurdish
خوێندنەوەیەک بۆ ڕەوشی ژنان لەهەڵبژاردندا کنێر عەبدوڵڵا 22 / 3 / 2010 ئەنجامدانی پرۆسەی هەڵبژاردن لەهەر ولاتێکدا وەک یەکێک لەبنەما,Kurdish
حوکمڕانی چاک فەیسەڵ عەلی 22 / 3 / 2010 لەم ماوەیەی دواییدا زاراوەی حوکم و حوکمڕانی چاک لەئەدەبیاتی گەشەپێداندا بەشێوەیەکی بەرچاو هاتە بەکارهێنان ، بەوەی کەحوکمڕانی,Kurdish
سەرۆک تاڵەبانی باجەکەی دا کاوسێن بابەکر 22 / 3 / 2010 ئەو ناو و نیشانە نوسینی نوسەری ناوداری عەرەب ( عامر,Kurdish
لەسەرتاسەری کوردستاندا ئاگری جەژنی نەورۆزی نەتەوەیی کرایەوە کوردستانی نوێ ، ڕاپۆرتی پەیامنێرانمان 22 / 3 / 2010 لەئێوارەی 20 / 3 / 2010 دا ، لەزۆربەی شارو شارۆچکە و ناوچەکانی کوردستاندا بەئاگرکردنەوەو فێستیڤاڵ و ئاهەنگگێڕان پێشوازی لەساڵی 2710 ی کوردی کرا . فیستیڤاڵێکی شایستە لەسلێمانی لەکەشێکی,Kurdish
مەگەر نامانەوێ یاسا سەروەر بێت ؟ هەوال و سیاسەت 22 / 3 / 2010 بەگوێرەی هەواڵێکی سایتی هاولاتی یەکێک لەداواکانی نەوشیروان مستەفا بۆ هێورکردنەوەی ( گرژیی ) نێوان یەکێتی و گۆڕان ، ( کشانەوەی داوا یاساییەکان ) ە . ( هاولاتی ) ئەم داوایەی,Kurdish
حەقە خەڵکانی دڵسۆز دەستنیشان بکرێن ئەندازیار حوسێن کەریم 23 / 3 / 2010 حەزدەکەم پێشئەوەی بێمەسەر باسەکەم ، حەقە خەڵکی دڵسۆز دەستنیشان بکرێت و جیابکرێتەوە لەوانەی ئیشنەکەرو,Kurdish
منداڵبوون بەنەشتەرگەری ، مەترسی دروستدەکات سلێمانی - ڕێزە حوسێن 23 / 3 / 2010 نرخ لەنەخۆشخانە ئەهلییەکان گرانە و حکومییەکانیش وەک پێویست نین یەکەم هەنگاوی دایکایەتی منداڵبوونە ، هەمیشە واباو بووە ئەو جۆرە منداڵ بوونە بەڕێگەی سروشتی بەڕێوە بچێت ، بەڵام ماوەی چەند ساڵێکە,Kurdish
درەنگ ڕاگەیاندنی ئەنجامی هەڵبژاردن ، لایەنەکانی تووشی گومان کردووە کوردستانی نوێ ، سەرتیپ جەوهەر 23 / 3 / 2010 بڕیارە,Kurdish
خەتەنە ، ناهەقییە فرمێسک سابیر 24 / 3 / 2010 هەموو میللەتێک خاوەنی ئاین و دەستوور و یاساو شەرعی خۆیەتی و هەموو نەتەوەیەکیش خاوەنی دابونەریتی کۆنی باب و باپیرانیەتی ، ئێمەش وەکو نەتەوەی کورد خاوەنی دابونەریتێکی کۆنین کە لەزۆربەی لایەنەکانی ژیانماندا ڕەچاوی دەکەین,Kurdish
دەسەلات و ئۆپۆزسیۆن چالاکی ئابووری,Kurdish
ڕێکخراوەکانی کۆمەڵی مەدەنی کاریگەری ڕاستەوخۆیان لەسەر دروستکردنی بڕیاری سیاسی و ئابووریی هەیە دیداری ، هیوا سەرهەنگ 24 / 3 / 2010 ناوەندی دەرەوەی ڕێکخراوە دیموکراتیەکان هەر لەسەرەتای دامەزراندنییەوە ، توانیویەتی ڕۆژ بە ڕۆژ پێگەی خۆی لەنێو کوردستانیانی دەرەوە بەهێزتر بکات و لە ڕێی زۆرێک لەرێکخراوەکانی,Kurdish
( ( پەند . ! ) ) جەوهەر کرمانج 24 / 3 / 2010 مێژووی ژیانی مرۆڤایەتی پڕیەتی لە تاقیکردنەوەی سەرکەوتوو و ژێرکەوتوو ، هەر ژێرکەوتن و شکستێکیش دواتر هەڵوەستەی لەسەر دەکری و پێداچوونەوە و هەڵسەنگاندنی بۆ دەکری بۆ ئەوەی لە کاتی دووبارەبونەوەیاندا پەندیان لی وەربگیری ، عەرەب قسەیەکیان,Kurdish
سەرۆکێک سەرۆکایەتیی شانازی پێوەبکات سەلاح بەرواری 25 / 3 / 2010 لەوەتەی لێدوانە,Kurdish
ژنان ڕۆڵی کاریگەریان لەئەنجومەنی ناوەنددا هەیە دیداری ، ساڤان غوڵام 25 / 3 / 2010 یەکێک لەهەنگاوە گرنگەکانی دوای پلینیۆمی یەکێتی نیشتمانی کوردستان ، دامەزراندنی ئەنجومەنی ناوەندی یەکێتی بوو ، ئەنجومەنی ناوەندی ی.ن.ک ئەرکێکی گرنگ و نیشتمانی دەگرێتەئەستۆ ، ئەویش بریتییە لەچاودێریکردن و لێکۆڵینەوە و,Kurdish
ڕۆشنبیریی گەشتیاریی و پاراستنی ژینگە لەسیما دیارەکانی گەشتیارەکان,Kurdish
ئێمە کیسی بۆکسێن نین ستران عەبدوڵڵا 30 / 3 / 2010 د . کەمال مەزهەر ئەحمەد لەلێکۆڵینەوە مێژووییەکاندا باسی ئەو بەڵگەنامە ئینگلیزییانە دەکات کە بەمەلیکی بەئاکام نەگەیشتووی کوردستان ، شێخ,Kurdish
ژمارەی مۆبایلی پەنجا کچم لایە ! پێشەوا شێخ ڕەئووف 31 / 3 / 2010 مۆبایل یەکێکە لەو ئامێرانەی لەگەڵ ئەوەی تەمەنێکی کەمی هەیە ، بەلام خزمەتێکی گەورەو بەرچاوی بەمرۆڤایەتی گەیاندووە لەکۆمەڵگەی ئێمەشدا بەهەمانشێوەیەو ڕۆژ بەڕۆژ بەکارهێنەرانی لەزیادبووندایە ، هەرچەندە وەکو زۆرێک,Kurdish
ژمارەکان شەرم لەکەس ناکەن ! محەمەد کەریم 31 / 3 / 2010 دەمەوێ لەم نووسینەدا حەق و,Kurdish
چیتر گەنجانی قەرەداغ ، کێشەی خولە ڕۆشنبیرییەکانیان نابێت ڕزگار قەرەداغی 4 / 4 / 2010 قەرەداغ یەکێکە لەوقەزایانەی ڕێژەیەکی زۆر گەنجانی لەهەردوو ڕەگەزی کوڕ و کچ تێدایە ، گەرچی ئەم توێژەی کۆمەڵگە چەندین ساڵە بێ جێگە بوون و شوێنێک نەبووە ئەوکاتەکانیانی تێدا بەسەربەرن ،,Kurdish
سەرۆکی هەرێم : پێشانگای نێودەوڵەتیی کتێب لەهەولێر ، مایەی سەرفرازییە کوردستانی نوێ ، تەها عەبدوڵڵا 4 / 4 / 2010 ڕۆژی 2 / 4 بەئامادەبونی سەرۆکی هەرێمی کوردستان و وەزیری ڕۆشنبیری حکومەتی هەرێم و,Kurdish
مەسعود محەمەد شۆڕەسوارێکی نایابی نووسین و زمانزانی عەرەبی و کوردی بوو کوردستانی نوێ 4,Kurdish
ئۆپۆزسیۆن نەیتوانیووە لەپەرلەماندا پۆزەتیڤانە,Kurdish
گرنگیی وێنە لەڕاپۆرتە هەواڵی تەلەفزیۆنیدا کوردستانی نوێ 5 / 4 / 2010 نووسینی ڕاپۆرتە هەواڵی تەلەفزیۆنی ، بەیەکێک لەژانرە سەختەکان دادەنرێت ، ئەم,Kurdish
ئەو خالانەی پێویست بوو یەکێتی لەبەرچاویان بگرێت مونیرە مەخمووری 5 / 4 / 2010 هەڵبژاردنی 7 \ 3 تەواو جیاواز بوو لەچاو هەڵبژاردنی 25 \ 7,Kurdish
پارێزگار بۆ وەلام ناداتەوە ؟ جەمال ئارێز 5 / 4 / 2010 پاش ئەو هەموو بێنەو بەردەیەی ماوەی ڕابردوو کەئیدیعا دەکرا ، سلێمانی پشتگوێخراوەو بۆتە گوند ، تێگەیشتین هێندەی کێشەکە سیاسی بوو ، هێندە ئیداری و ئابووری نەبوو و هیچ پەیوەندییەکی بەبودجەوە نەبوو ، بۆیە,Kurdish
گەرەکە قادەی فیعلیش بن ستران عەبدوڵڵا 5,Kurdish
خۆڕاگریی کەرکوکییەکان لەنێوان دوێنێ,Kurdish
شاڕێگەیەک بەناو دۆڵی بالیسان - دا سەنگەر ڕەسوڵ 6 / 4 /,Kurdish
ڕاست و ڕەوان ستران عەبدوڵڵا 8 / 4 / 2010 کەناڵەکانی دنیا هەزاران پەیامنێریان هەیەو کەناڵی جەزیرەش دەیان و سەدان پەیامنێری لەسەرتاسەری,Kurdish
بۆ پاراستنی ئاژەلان ، ڤێتێرنەریی سلێمانی لەجوڵە ناکەوێت سلێمانی -,Kurdish
کاتی هاتووە سەرکردەکانی ڕەئی گوێیان لێبگیرێت ئەحمەد عارف 10 / 4 / 2010 دەستخۆش کاک ئازاد جندیانی بۆ ئەو جورئەتەی کەدوای ئەو هەموو ساڵە ڕاستییەکانی پێ درکاندیت ، ئازاد جندیانی,Kurdish
ئاو لەپێناوی ژیاندا بان کی مۆن 10 / 4 /,Kurdish
ئەنفال و گۆڕە بەکۆمەڵەکان لەتیف فاتیح فەرەج 11 / 4 /,Kurdish
ئەکتیڤکردنی میکانیزمەکانی بازاڕ لەهەرێم فەیسەڵ عەلی 11 / 4 / 2010 گواستنەوە بۆ ئابووری بازاڕو پرۆسەی بەتایبەتیکردن دەکرێت ببێتە چوارچێوەیەکی تەندروست بۆ زیادکردنی بەرەەمداریی پڕۆژەکانی کەرتی تایبەت و گشتیی و,Kurdish
ڕاست و ڕەوان ستران عەبدوڵڵا 11 / 4 / 2010 هەفتەی ڕابردوو سەیرانێکم بۆ زێدی جارانی خۆم,Kurdish
نە ئەسڵی هەیە,Kurdish
سەیدسادق - یش داوای قەرەبوو لەبەغدا,Kurdish
پەیڤێک بۆ یەکێتی بورهان ئەمین - ئەڵمانیا 12 / 4 / 2010 هەر هێزو ڕێکخراوێکی سیاسی ئەگەر بیەوێت تەمەنی گەنجێتی خۆی بپارێزێت و هەر لەهەڕەتی لاوێتیدابێ ، دەبێت بەردەوام لەگەڵ ڕەوتی بەرەوپێشچوونی,Kurdish
ئەنفال و قالە و چەمچەماڵ لەتیف فاتیح فەرەج 12 /,Kurdish
مەعبوبە ، سکی شەش مانگ بوو کوردستانی نوی ، هەردی ئەبوبەکر : 12 / 4 / 2010 شەمسە قادر ئەو ژنە تەمەن ( 37,Kurdish
کەم و درەنگ . ! جەوهەر کرمانج 13 / 4 / 2010 زۆرم پی خۆش بوو لە چەند ڕۆژی ڕابردوودا پێشمەرگە دێرینەکانی یەکێیی نیشییمانی یەکەمین کۆنگرەیان,Kurdish
گوندێک لەئامێزی خوادا لەتیف,Kurdish
زیانە ئابوورییەکانی ئەنفال کوردستانی نوێ 13 / 4 / 2010 دوای هەر کارەساتێک کە بەسەر نەتەوەیەکدا ، یاخود تاکێکی کۆمەڵدا دێت کاریگەریی جۆربەجۆر لەدوای خۆی بەجێدەهێڵێت . ئایا ئەو کاریگەرییە ئابووریی,Kurdish
